ticker,avg_volume,volatility,atr,recent_high,current_price,proximity_to_high
BA,12910694.992050875,3.217755314155415,5.64142826625279,180.72000122070312,180.72000122070312,0.0
DECK,2367893.9586645467,2.778124336088236,5.783572605678013,211.1199951171875,207.11000061035156,0.0189939115175239
DXCM,3647320.0317965024,3.0949851329265967,2.4035704476492747,81.01000213623047,80.23999786376953,0.009505051872064635
DLTR,2704459.6184419715,2.501409555065618,2.269286564418248,76.19000244140625,75.98999786376953,0.0026250764040929363
SWKS,2054939.586645469,2.6099403194110313,2.4085709708077565,90.9800033569336,90.1500015258789,0.009122903939653823
