ticker,avg_volume,volatility,atr,recent_high,current_price,proximity_to_high
BA,12553133.296974523,2.775233412812304,6.114043099539621,182.58999633789062,179.11000061035156,0.01905907112840498
FANG,2514456.6130573247,3.1814376400369095,3.878749302455357,163.08999633789062,160.22999572753906,0.017536333770136334
EOG,3986524.907643312,2.6097350507434314,3.046428680419922,129.17999267578125,126.7300033569336,0.018965702568173173
HES,2227644.168789809,2.686594368551624,3.2210488724499657,160.52000427246094,159.07000732421875,0.00903312303543809
VLO,3963480.3606687896,2.7897247129327174,4.377500261579241,134.8300018310547,133.22999572753906,0.011866840330688952
